shipment_id,origin_port_id,destination_port_id,carrier_id,departure_date,scheduled_arrival,actual_arrival,cost_usd,status
SHP00909,P002,P001,C008,2024-03-29,2024-04-15,2024-04-15,3925.08,Delivered
SHP00910,P002,P010,C001,2023-06-04,2023-06-09,2023-06-09,922.96,Delivered
SHP00911,P006,P003,C005,2023-12-27,2024-01-13,2024-01-13,2936.34,Delivered
SHP00912,P003,P002,C004,2023-03-26,2023-04-21,2023-04-21,3494.89,Delivered
SHP00913,P008,P006,C005,2023-06-02,2023-06-14,2023-06-14,2558.66,Delivered
SHP00914,P003,P010,C007,2024-03-17,2024-04-07,2024-04-07,4089.9,Delivered
SHP00915,P008,P010,C006,2022-01-31,2022-02-25,2022-02-25,3967.43,Delivered
SHP00916,P006,P008,C003,2023-03-21,2023-03-31,2023-03-31,815.76,Delivered
SHP00917,P003,P011,C001,2023-10-09,2023-11-08,2023-11-08,5918.81,Delivered
SHP00918,P005,P007,C006,2022-01-09,2022-01-23,2022-01-23,2715.62,Delivered
SHP00919,P012,P007,C008,2023-10-22,2023-11-08,2023-11-08,3615.31,Delivered
SHP00920,P011,P007,C004,2024-06-21,2024-07-05,2024-07-07,2248.37,Delivered
SHP00921,P012,P003,C009,2023-07-08,2023-07-20,2023-07-20,2443.0,Delivered
SHP00922,P001,P002,C009,2023-08-30,2023-09-13,2023-09-13,3421.1,Delivered
SHP00923,P009,P002,C001,2024-05-11,2024-05-30,2024-05-30,4394.61,In Transit
SHP00924,P010,P001,C008,2022-12-14,2022-12-20,2022-12-20,2296.82,Delivered
SHP00925,P011,P012,C009,2024-05-14,2024-05-31,2024-05-31,3372.56,In Transit
SHP00926,P009,P004,C002,2022-12-02,2022-12-20,2022-12-20,2367.68,Delivered
SHP00927,P002,P004,C007,2024-04-28,2024-05-18,2024-05-19,3224.59,Delivered
SHP00928,P011,P009,C007,2023-08-26,2023-09-17,2023-09-17,3111.66,Delivered
SHP00929,P008,P012,C007,2023-03-27,2023-04-11,2023-04-11,3543.15,Delivered
SHP00930,P003,P009,C008,2022-05-13,2022-05-28,2022-05-28,2568.0,Delivered
SHP00931,P008,P009,C001,2024-02-04,2024-02-15,2024-02-15,3149.93,Delivered
SHP00932,P002,P007,C010,2022-10-24,2022-11-03,2022-11-03,1778.34,Delivered
SHP00933,P006,P005,C005,2023-05-13,2023-05-21,2023-05-21,1619.19,Delivered
SHP00934,P005,P004,C003,2024-04-18,2024-05-13,2024-05-14,4757.24,In Transit
SHP00935,P007,P009,C010,2022-11-14,2022-12-05,2022-12-05,3295.67,Delivered
SHP00936,P003,P010,C008,2024-02-19,2024-03-15,2024-03-15,3999.43,Delivered
SHP00937,P002,P011,C010,2023-02-24,2023-03-12,2023-03-12,1154.57,Delivered
SHP00938,P012,P005,C002,2024-06-05,2024-06-25,2024-06-25,4660.23,Delivered
SHP00939,P002,P012,C009,2022-03-29,2022-04-15,2022-04-15,3785.33,Delivered
SHP00940,P008,P010,C001,2022-05-04,2022-05-30,2022-05-30,2296.61,Delivered
SHP00941,P004,P011,C008,2022-03-28,2022-04-19,2022-04-19,4501.25,Delivered
SHP00942,P007,P003,C007,2022-01-25,2022-02-22,2022-02-22,4839.54,Delivered
SHP00943,P002,P010,C003,2022-10-20,2022-10-26,2022-10-26,2204.75,Delivered
SHP00944,P001,P011,C006,2022-07-05,2022-07-15,2022-07-15,3428.67,Delivered
SHP00945,P003,P008,C006,2022-09-22,2022-10-08,2022-10-08,3679.13,Delivered
SHP00946,P004,P009,C009,2024-02-10,2024-02-28,2024-02-28,2158.07,Delivered
SHP00947,P008,P010,C007,2022-03-09,2022-04-03,2022-04-05,5190.42,Delayed
SHP00948,P010,P012,C002,2022-09-10,2022-09-28,2022-09-28,2052.24,Delivered
SHP00949,P008,P002,C009,2022-07-28,2022-08-19,2022-08-19,6737.32,Delivered
SHP00950,P009,P008,C001,2022-01-02,2022-01-18,2022-01-18,2589.58,Delivered
SHP00951,P003,P001,C001,2023-05-09,2023-06-02,2023-06-02,6087.13,Delivered
SHP00952,P010,P009,C005,2022-02-16,2022-02-28,2022-02-28,3154.97,Delivered
SHP00953,P007,P002,C003,2024-01-13,2024-01-31,2024-01-31,3319.37,Delivered
SHP00954,P011,P006,C005,2024-02-10,2024-03-08,2024-03-08,6552.96,Delivered
SHP00955,P004,P009,C010,2022-12-03,2022-12-13,,2608.02,Cancelled
SHP00956,P001,P012,C003,2023-02-28,2023-03-22,2023-03-22,3764.13,Delivered
SHP00957,P009,P002,C002,2023-07-06,2023-07-20,2023-07-20,4141.56,Delivered
SHP00958,P007,P011,C006,2023-02-01,2023-02-13,2023-02-13,3281.7,Delivered
SHP00959,P002,P009,C006,2022-07-17,2022-08-07,2022-08-18,4366.45,Delayed
SHP00960,P004,P002,C010,2023-10-03,2023-10-21,2023-10-21,2222.76,Delivered
SHP00961,P006,P001,C005,2023-05-20,2023-06-18,2023-06-18,4764.36,Delivered
SHP00962,P010,P009,C008,2022-06-24,2022-07-12,2022-07-12,2585.57,Delivered
SHP00963,P010,P011,C003,2022-03-08,2022-03-17,2022-03-19,951.67,Delayed
SHP00964,P009,P005,C004,2024-05-18,2024-06-05,2024-06-05,5754.33,Delivered
SHP00965,P008,P001,C007,2023-10-19,2023-11-18,2023-11-18,4448.29,Delivered
SHP00966,P005,P002,C009,2023-04-23,2023-05-04,2023-05-04,2181.92,Delivered
SHP00967,P004,P001,C005,2023-03-07,2023-03-29,2023-03-29,2843.46,Delivered
SHP00968,P001,P005,C007,2022-03-18,2022-03-27,2022-03-27,2104.21,Delivered
SHP00969,P011,P002,C001,2023-05-07,2023-05-23,2023-05-23,2523.57,Delivered
SHP00970,P002,P009,C004,2022-12-15,2022-12-29,2022-12-29,3301.95,Delivered
SHP00971,P002,P011,C010,2023-03-26,2023-04-06,2023-04-06,2783.38,Delivered
SHP00972,P006,P002,C003,2022-03-05,2022-04-01,2022-04-04,5655.53,Delayed
SHP00973,P002,P012,C001,2023-07-27,2023-08-10,2023-08-10,4217.15,Delivered
SHP00974,P010,P012,C010,2022-01-11,2022-01-28,2022-01-28,3409.43,Delivered
SHP00975,P010,P002,C006,2023-10-29,2023-11-08,2023-11-08,1170.78,Delivered
SHP00976,P010,P002,C010,2024-03-19,2024-03-25,2024-03-25,1284.37,Delivered
SHP00977,P006,P008,C008,2024-01-13,2024-02-01,2024-02-01,2345.96,Delivered
SHP00978,P007,P010,C006,2022-11-15,2022-11-24,2022-11-24,1400.84,Delivered
SHP00979,P005,P011,C006,2022-10-26,2022-11-05,2022-11-05,2044.38,Delivered
SHP00980,P009,P001,C007,2022-12-19,2023-01-05,2023-01-05,3753.18,Delivered
SHP00981,P002,P007,C004,2023-11-15,2023-12-02,2023-12-02,2887.7,Delivered
SHP00982,P006,P011,C005,2023-03-05,2023-03-30,2023-03-30,5076.72,Delivered
SHP00983,P001,P009,C004,2022-01-04,2022-01-21,2022-01-21,3648.24,Delivered
SHP00984,P006,P008,C004,2023-02-14,2023-02-26,,2409.99,Cancelled
SHP00985,P006,P001,C009,2022-04-28,2022-05-20,2022-05-20,3578.97,Delivered
SHP00986,P001,P005,C004,2022-10-18,2022-10-27,2022-11-01,1338.39,Delayed
SHP00987,P009,P004,C003,2022-07-20,2022-07-30,2022-08-01,3029.66,Delayed
SHP00988,P011,P002,C006,2022-08-04,2022-08-18,2022-08-18,3081.72,Delivered
SHP00989,P003,P010,C010,2024-06-21,2024-07-15,2024-07-15,4131.19,In Transit
SHP00990,P007,P006,C006,2023-09-06,2023-10-02,2023-10-02,5556.59,Delivered
SHP00991,P010,P011,C004,2024-05-24,2024-06-02,2024-06-02,1040.61,Delivered
SHP00992,P009,P011,C008,2022-08-03,2022-08-18,2022-08-18,5067.86,Delivered
SHP00993,P003,P010,C007,2024-02-09,2024-03-06,2024-03-06,5142.9,Delivered
SHP00994,P008,P009,C008,2022-10-02,2022-10-16,2022-10-16,4024.31,Delivered
SHP00995,P001,P005,C004,2022-07-27,2022-08-07,2022-08-07,1567.51,Delivered
SHP00996,P006,P005,C009,2022-03-28,2022-04-06,2022-04-06,2824.84,Delivered
SHP00997,P004,P011,C001,2023-04-22,2023-05-14,2023-05-14,3121.43,Delivered
SHP00998,P006,P005,C007,2022-01-26,2022-02-04,2022-02-04,1938.62,Delivered
SHP00999,P002,P006,C009,2023-06-10,2023-07-08,2023-07-08,6236.28,Delivered
SHP01000,P001,P010,C004,2022-12-08,2022-12-14,2022-12-14,999.54,Delivered
