shipment_id,origin_port_id,destination_port_id,carrier_id,departure_date,scheduled_arrival,actual_arrival,cost_usd,status,delay_days,is_on_time,transit_days,departure_month,departure_year
SHP00655,P003,P001,C006,2022-02-07,2022-03-01,2022-03-01,6169.86,Delivered,0.0,True,22.0,2022-02,2022
SHP00656,P001,P003,C007,2022-07-02,2022-07-24,2022-07-24,5250.24,Delivered,0.0,True,22.0,2022-07,2022
SHP00657,P010,P011,C009,2022-07-01,2022-07-09,2022-07-09,2031.97,Delivered,0.0,True,8.0,2022-07,2022
SHP00658,P007,P002,C007,2024-05-13,2024-05-31,2024-06-02,2787.85,In Transit,2.0,False,20.0,2024-05,2024
SHP00659,P005,P007,C009,2023-02-28,2023-03-12,2023-03-12,2348.92,Delivered,0.0,True,12.0,2023-02,2023
SHP00660,P009,P002,C008,2024-01-12,2024-01-30,2024-01-30,4715.43,Delivered,0.0,True,18.0,2024-01,2024
SHP00661,P010,P011,C006,2022-05-13,2022-05-22,2022-05-22,981.34,Delivered,0.0,True,9.0,2022-05,2022
SHP00662,P010,P004,C005,2022-07-18,2022-07-28,2022-07-28,2256.98,Delivered,0.0,True,10.0,2022-07,2022
SHP00663,P012,P004,C010,2023-03-01,2023-03-17,2023-03-18,2426.98,Delayed,1.0,False,17.0,2023-03,2023
SHP00664,P012,P005,C005,2024-03-20,2024-04-08,2024-04-08,4626.21,Delivered,0.0,True,19.0,2024-03,2024
SHP00665,P001,P003,C006,2022-12-16,2023-01-11,2023-01-11,6098.93,Delivered,0.0,True,26.0,2022-12,2022
SHP00666,P006,P012,C008,2023-05-01,2023-05-17,2023-05-18,2189.88,Delayed,1.0,False,17.0,2023-05,2023
SHP00667,P008,P010,C006,2023-04-19,2023-05-13,2023-05-13,3039.28,Delivered,0.0,True,24.0,2023-04,2023
SHP00668,P009,P010,C001,2022-08-02,2022-08-21,2022-08-21,3067.73,Delivered,0.0,True,19.0,2022-08,2022
SHP00669,P006,P002,C003,2022-10-15,2022-11-04,2022-11-04,4579.63,Delivered,0.0,True,20.0,2022-10,2022
SHP00670,P003,P011,C002,2024-06-04,2024-06-28,2024-06-28,4702.99,In Transit,0.0,True,24.0,2024-06,2024
SHP00671,P002,P009,C004,2023-01-16,2023-02-06,2023-02-06,2881.57,Delivered,0.0,True,21.0,2023-01,2023
SHP00672,P001,P005,C002,2023-03-31,2023-04-12,2023-04-13,2058.63,Delayed,1.0,False,13.0,2023-03,2023
SHP00673,P004,P007,C008,2024-01-21,2024-02-12,2024-02-12,3416.98,Delivered,0.0,True,22.0,2024-01,2024
SHP00674,P009,P012,C003,2022-07-30,2022-08-09,2022-08-09,2707.81,Delivered,0.0,True,10.0,2022-07,2022
SHP00675,P001,P006,C001,2023-12-05,2024-01-03,2024-01-03,5074.83,Delivered,0.0,True,29.0,2023-12,2023
SHP00676,P012,P005,C001,2023-08-15,2023-09-06,2023-09-06,3920.72,Delivered,0.0,True,22.0,2023-08,2023
SHP00677,P005,P006,C009,2022-11-23,2022-12-07,2022-12-07,1871.02,Delivered,0.0,True,14.0,2022-11,2022
SHP00678,P010,P009,C009,2022-04-15,2022-04-28,2022-04-28,2994.33,Delivered,0.0,True,13.0,2022-04,2022
SHP00679,P012,P005,C010,2022-09-08,2022-09-28,2022-10-02,4537.21,Delayed,4.0,False,24.0,2022-09,2022
SHP00680,P008,P012,C001,2022-04-19,2022-05-02,2022-05-04,3048.27,Delayed,2.0,False,15.0,2022-04,2022
SHP00681,P010,P011,C008,2023-09-24,2023-10-01,2023-10-01,1406.01,Delivered,0.0,True,7.0,2023-09,2023
SHP00682,P008,P011,C003,2022-04-06,2022-05-03,2022-05-06,3958.36,Delayed,3.0,False,30.0,2022-04,2022
SHP00683,P008,P009,C004,2022-08-18,2022-08-29,2022-08-29,3153.58,Delivered,0.0,True,11.0,2022-08,2022
SHP00684,P011,P006,C006,2023-04-10,2023-05-07,2023-05-16,5105.18,Delayed,9.0,False,36.0,2023-04,2023
SHP00685,P008,P003,C005,2024-02-26,2024-03-12,2024-03-12,2904.32,Delivered,0.0,True,15.0,2024-02,2024
SHP00686,P006,P010,C002,2024-03-22,2024-04-13,2024-04-13,5077.83,Delivered,0.0,True,22.0,2024-03,2024
SHP00687,P010,P004,C009,2022-06-12,2022-06-29,2022-06-29,2629.41,Delivered,0.0,True,17.0,2022-06,2022
SHP00688,P007,P011,C006,2023-07-12,2023-07-25,2023-07-25,2362.97,Delivered,0.0,True,13.0,2023-07,2023
SHP00689,P012,P010,C008,2022-04-28,2022-05-17,2022-05-17,2861.68,Delivered,0.0,True,19.0,2022-04,2022
SHP00690,P007,P002,C010,2022-04-22,2022-05-12,2022-05-12,3215.44,Delivered,0.0,True,20.0,2022-04,2022
SHP00692,P003,P012,C003,2023-04-09,2023-04-23,2023-04-23,2383.52,Delivered,0.0,True,14.0,2023-04,2023
SHP00693,P004,P012,C006,2022-11-03,2022-11-22,2022-11-22,4017.46,Delivered,0.0,True,19.0,2022-11,2022
SHP00694,P006,P002,C010,2022-01-09,2022-02-07,2022-02-07,4194.06,Delivered,0.0,True,29.0,2022-01,2022
SHP00695,P005,P001,C006,2023-07-17,2023-07-25,2023-07-27,2488.03,Delayed,2.0,False,10.0,2023-07,2023
SHP00696,P001,P005,C007,2023-12-21,2024-01-02,2024-01-02,1864.73,Delivered,0.0,True,12.0,2023-12,2023
SHP00697,P007,P008,C009,2022-08-05,2022-09-04,2022-09-06,3244.05,Delayed,2.0,False,32.0,2022-08,2022
SHP00698,P007,P003,C005,2024-06-12,2024-07-12,2024-07-12,3652.7,In Transit,0.0,True,30.0,2024-06,2024
SHP00699,P008,P012,C007,2022-05-20,2022-05-30,2022-06-04,3767.73,Delayed,5.0,False,15.0,2022-05,2022
SHP00700,P007,P011,C003,2023-04-11,2023-04-29,2023-04-29,2274.75,Delivered,0.0,True,18.0,2023-04,2023
SHP00701,P004,P003,C007,2023-09-12,2023-09-22,2023-09-22,3201.79,Delivered,0.0,True,10.0,2023-09,2023
SHP00702,P009,P011,C006,2022-02-04,2022-02-18,2022-02-18,4833.04,Delivered,0.0,True,14.0,2022-02,2022
SHP00703,P008,P002,C003,2024-01-18,2024-02-15,2024-02-15,6760.15,Delivered,0.0,True,28.0,2024-01,2024
SHP00704,P010,P002,C004,2023-04-29,2023-05-09,2023-05-09,1060.01,Delivered,0.0,True,10.0,2023-04,2023
SHP00705,P011,P009,C010,2022-11-16,2022-11-30,2022-11-30,4146.04,Delivered,0.0,True,14.0,2022-11,2022
SHP00706,P010,P006,C007,2022-12-28,2023-01-19,2023-01-19,3552.69,Delivered,0.0,True,22.0,2022-12,2022
SHP00707,P012,P005,C010,2022-09-24,2022-10-12,2022-10-12,4078.97,Delivered,0.0,True,18.0,2022-09,2022
SHP00708,P012,P010,C001,2022-10-21,2022-11-07,2022-11-08,2385.48,Delayed,1.0,False,18.0,2022-10,2022
SHP00709,P005,P006,C003,2023-09-23,2023-10-03,2023-10-03,1774.1,Delivered,0.0,True,10.0,2023-09,2023
SHP00710,P012,P003,C008,2023-01-14,2023-01-30,2023-01-30,2424.6,Delivered,0.0,True,16.0,2023-01,2023
SHP00711,P003,P010,C001,2022-12-18,2023-01-06,2023-01-06,5535.27,Delivered,0.0,True,19.0,2022-12,2022
SHP00712,P007,P008,C004,2023-11-08,2023-12-05,2023-12-05,3307.86,Delivered,0.0,True,27.0,2023-11,2023
SHP00713,P006,P001,C005,2024-02-13,2024-03-05,2024-03-06,4807.23,Delayed,1.0,False,22.0,2024-02,2024
SHP00714,P009,P004,C007,2023-12-01,2023-12-17,2023-12-17,2200.0,Delivered,0.0,True,16.0,2023-12,2023
SHP00715,P001,P006,C008,2023-01-27,2023-02-26,2023-02-26,5668.48,Delivered,0.0,True,30.0,2023-01,2023
SHP00716,P006,P008,C010,2023-10-30,2023-11-13,2023-11-13,2129.36,Delivered,0.0,True,14.0,2023-10,2023
SHP00717,P011,P010,C007,2023-04-18,2023-04-28,2023-04-28,1213.8,Delivered,0.0,True,10.0,2023-04,2023
SHP00718,P012,P003,C006,2023-07-15,2023-07-25,2023-07-25,3051.04,Delivered,0.0,True,10.0,2023-07,2023
SHP00719,P002,P010,C002,2023-12-03,2023-12-11,2023-12-11,1496.2,Delivered,0.0,True,8.0,2023-12,2023
SHP00720,P001,P011,C004,2023-09-06,2023-09-26,2023-09-28,3347.88,Delayed,2.0,False,22.0,2023-09,2023
SHP00721,P010,P003,C007,2023-11-04,2023-11-24,2023-11-24,5260.9,Delivered,0.0,True,20.0,2023-11,2023
SHP00722,P011,P008,C005,2024-02-27,2024-03-24,2024-03-24,6555.01,Delivered,0.0,True,26.0,2024-02,2024
SHP00723,P005,P003,C002,2022-10-11,2022-10-25,2022-10-26,2381.59,Delayed,1.0,False,15.0,2022-10,2022
SHP00724,P003,P009,C002,2023-05-19,2023-05-30,2023-05-30,2171.19,Delivered,0.0,True,11.0,2023-05,2023
SHP00725,P003,P010,C007,2022-08-12,2022-08-31,2022-08-31,5480.22,Delivered,0.0,True,19.0,2022-08,2022
SHP00726,P005,P009,C001,2023-05-25,2023-06-14,2023-06-14,3619.15,Delivered,0.0,True,20.0,2023-05,2023
SHP00727,P007,P005,C003,2023-12-18,2023-12-28,2023-12-28,1003.41,Delivered,0.0,True,10.0,2023-12,2023
SHP00728,P007,P008,C002,2023-07-08,2023-07-31,2023-08-10,6558.59,Delayed,10.0,False,33.0,2023-07,2023
SHP00729,P008,P002,C010,2023-07-03,2023-07-28,2023-07-28,6087.05,Delivered,0.0,True,25.0,2023-07,2023
SHP00730,P006,P010,C006,2022-03-24,2022-04-18,2022-04-18,4899.65,Delivered,0.0,True,25.0,2022-03,2022
SHP00731,P009,P001,C007,2023-11-08,2023-11-25,2023-11-25,4067.0,Delivered,0.0,True,17.0,2023-11,2023
SHP00732,P011,P008,C004,2022-05-24,2022-06-13,2022-06-13,6224.99,Delivered,0.0,True,20.0,2022-05,2022
SHP00733,P008,P007,C002,2024-03-22,2024-04-19,2024-04-19,6210.81,Delivered,0.0,True,28.0,2024-03,2024
SHP00734,P001,P002,C006,2022-02-27,2022-03-14,2022-03-14,1824.01,Delivered,0.0,True,15.0,2022-02,2022
SHP00735,P011,P012,C009,2023-04-15,2023-05-07,2023-05-13,3923.79,Delayed,6.0,False,28.0,2023-04,2023
SHP00736,P011,P001,C008,2023-09-26,2023-10-06,2023-10-06,2840.93,Delivered,0.0,True,10.0,2023-09,2023
SHP00737,P011,P001,C005,2024-04-20,2024-05-01,2024-05-01,1458.92,In Transit,0.0,True,11.0,2024-04,2024
SHP00738,P010,P011,C004,2022-03-06,2022-03-12,2022-03-12,1003.81,Delivered,0.0,True,6.0,2022-03,2022
SHP00739,P011,P007,C006,2022-05-04,2022-05-24,2022-05-24,2626.22,Delivered,0.0,True,20.0,2022-05,2022
SHP00740,P010,P003,C006,2022-03-06,2022-03-25,2022-03-25,4842.26,Delivered,0.0,True,19.0,2022-03,2022
SHP00741,P006,P010,C003,2023-03-26,2023-04-16,2023-04-16,4287.43,Delivered,0.0,True,21.0,2023-03,2023
SHP00742,P003,P001,C008,2022-03-24,2022-04-13,2022-04-17,7208.77,Delayed,4.0,False,24.0,2022-03,2022
SHP00743,P010,P005,C007,2023-12-12,2023-12-29,2023-12-29,1817.23,Delivered,0.0,True,17.0,2023-12,2023
SHP00744,P003,P011,C001,2023-09-03,2023-09-25,2023-09-25,5270.45,Delivered,0.0,True,22.0,2023-09,2023
SHP00745,P005,P007,C007,2022-01-05,2022-01-17,2022-01-17,1439.39,Delivered,0.0,True,12.0,2022-01,2022
SHP00746,P009,P010,C004,2023-04-21,2023-05-11,2023-05-11,2197.19,Delivered,0.0,True,20.0,2023-04,2023
SHP00747,P003,P012,C008,2023-05-25,2023-06-05,2023-06-05,3763.04,Delivered,0.0,True,11.0,2023-05,2023
SHP00748,P005,P007,C010,2024-04-04,2024-04-18,2024-04-18,1727.86,In Transit,0.0,True,14.0,2024-04,2024
SHP00749,P003,P004,C001,2023-05-12,2023-05-26,2023-05-26,3177.59,Delivered,0.0,True,14.0,2023-05,2023
SHP00750,P004,P012,C006,2022-08-24,2022-09-04,2022-09-04,1448.4,Delivered,0.0,True,11.0,2022-08,2022
SHP00751,P004,P008,C004,2022-03-17,2022-03-30,2022-03-30,1600.09,Delivered,0.0,True,13.0,2022-03,2022
SHP00752,P003,P008,C006,2022-05-20,2022-06-06,2022-06-06,3057.94,Delivered,0.0,True,17.0,2022-05,2022
SHP00753,P004,P007,C003,2022-02-02,2022-02-16,2022-02-16,2360.92,Delivered,0.0,True,14.0,2022-02,2022
SHP00754,P004,P006,C010,2022-06-10,2022-06-26,2022-06-26,3270.76,Delivered,0.0,True,16.0,2022-06,2022
SHP00755,P010,P009,C004,2022-03-30,2022-04-15,2022-04-15,3213.41,Delivered,0.0,True,16.0,2022-03,2022
SHP00756,P005,P001,C007,2024-01-24,2024-02-07,2024-02-07,1889.51,Delivered,0.0,True,14.0,2024-01,2024
SHP00757,P010,P003,C010,2022-01-06,2022-01-30,2022-01-30,2526.71,Delivered,0.0,True,24.0,2022-01,2022
SHP00758,P009,P007,C008,2024-04-09,2024-04-24,2024-04-24,3363.63,In Transit,0.0,True,15.0,2024-04,2024
SHP00759,P007,P004,C003,2023-01-03,2023-01-21,2023-01-21,5432.72,Delivered,0.0,True,18.0,2023-01,2023
SHP00760,P008,P011,C010,2022-01-25,2022-02-21,2022-02-21,4094.35,Delivered,0.0,True,27.0,2022-01,2022
SHP00761,P003,P007,C008,2023-12-22,2024-01-21,2024-01-29,5167.89,Delayed,8.0,False,38.0,2023-12,2023
SHP00762,P005,P008,C005,2023-12-16,2023-12-28,2023-12-28,3060.5,Delivered,0.0,True,12.0,2023-12,2023
SHP00763,P002,P011,C006,2024-01-24,2024-02-03,2024-02-03,3237.7,Delivered,0.0,True,10.0,2024-01,2024
SHP00764,P008,P011,C001,2023-01-10,2023-02-04,2023-02-04,5700.5,Delivered,0.0,True,25.0,2023-01,2023
SHP00765,P012,P004,C003,2022-12-09,2022-12-22,2022-12-22,2772.5,Delivered,0.0,True,13.0,2022-12,2022
SHP00766,P012,P004,C004,2022-11-25,2022-12-10,2022-12-10,1732.44,Delivered,0.0,True,15.0,2022-11,2022
SHP00767,P001,P003,C006,2022-12-20,2023-01-16,2023-01-16,6085.4,Delivered,0.0,True,27.0,2022-12,2022
SHP00768,P009,P005,C008,2023-09-28,2023-10-21,2023-10-21,6575.23,Delivered,0.0,True,23.0,2023-09,2023
SHP00769,P002,P005,C008,2022-03-31,2022-04-08,2022-04-08,1951.61,Delivered,0.0,True,8.0,2022-03,2022
SHP00770,P002,P004,C008,2022-06-04,2022-06-21,2022-06-21,3967.54,Delivered,0.0,True,17.0,2022-06,2022
SHP00771,P011,P009,C003,2023-05-01,2023-05-20,2023-05-20,4477.03,Delivered,0.0,True,19.0,2023-05,2023
SHP00772,P004,P010,C006,2023-02-26,2023-03-17,2023-03-17,2986.02,Delivered,0.0,True,19.0,2023-02,2023
SHP00773,P010,P012,C009,2024-05-12,2024-05-30,2024-05-30,2910.9,In Transit,0.0,True,18.0,2024-05,2024
SHP00774,P004,P009,C006,2022-10-23,2022-11-02,2022-11-02,3042.24,Delivered,0.0,True,10.0,2022-10,2022
SHP00775,P010,P003,C009,2022-10-20,2022-11-09,2022-11-09,5309.02,Delivered,0.0,True,20.0,2022-10,2022
SHP00776,P004,P002,C001,2022-11-21,2022-12-07,2022-12-07,2810.52,Delivered,0.0,True,16.0,2022-11,2022
SHP00777,P012,P001,C006,2022-12-19,2023-01-04,2023-01-04,4114.13,Delivered,0.0,True,16.0,2022-12,2022
SHP00778,P007,P009,C003,2023-04-15,2023-05-04,2023-05-10,4995.06,Delayed,6.0,False,25.0,2023-04,2023
SHP00779,P009,P006,C005,2023-05-01,2023-05-13,2023-05-13,3870.85,Delivered,0.0,True,12.0,2023-05,2023
SHP00780,P012,P008,C006,2023-12-07,2023-12-17,2023-12-17,3301.91,Delivered,0.0,True,10.0,2023-12,2023
SHP00781,P009,P002,C005,2022-01-26,2022-02-15,2022-02-15,2957.64,Delivered,0.0,True,20.0,2022-01,2022
SHP00782,P004,P011,C009,2022-08-16,2022-09-03,2022-09-03,3138.24,Delivered,0.0,True,18.0,2022-08,2022
SHP00783,P011,P012,C002,2023-06-09,2023-06-29,2023-06-29,2397.47,Delivered,0.0,True,20.0,2023-06,2023
SHP00784,P006,P008,C003,2024-01-04,2024-01-20,2024-01-20,1698.52,Delivered,0.0,True,16.0,2024-01,2024
SHP00785,P006,P005,C008,2024-06-14,2024-06-26,2024-06-27,946.59,Delivered,1.0,False,13.0,2024-06,2024
SHP00786,P012,P007,C007,2022-05-23,2022-06-07,2022-06-15,3826.48,Delayed,8.0,False,23.0,2022-05,2022
SHP00787,P009,P006,C002,2023-08-28,2023-09-13,2023-09-13,1668.07,Delivered,0.0,True,16.0,2023-08,2023
SHP00788,P008,P011,C003,2022-07-24,2022-08-15,2022-08-15,4316.26,Delivered,0.0,True,22.0,2022-07,2022
SHP00789,P005,P011,C005,2023-05-21,2023-06-02,2023-06-02,1927.91,Delivered,0.0,True,12.0,2023-05,2023
SHP00790,P011,P012,C008,2022-05-08,2022-05-26,2022-05-26,3455.41,Delivered,0.0,True,18.0,2022-05,2022
SHP00791,P004,P001,C002,2024-02-23,2024-03-12,2024-03-12,4320.19,Delivered,0.0,True,18.0,2024-02,2024
SHP00792,P007,P005,C008,2023-12-12,2023-12-26,2023-12-26,1883.2,Delivered,0.0,True,14.0,2023-12,2023
SHP00793,P005,P003,C010,2022-03-01,2022-03-10,2022-03-10,2639.86,Delivered,0.0,True,9.0,2022-03,2022
SHP00794,P007,P012,C006,2022-02-19,2022-03-09,2022-03-09,4328.88,Delivered,0.0,True,18.0,2022-02,2022
SHP00795,P004,P012,C003,2024-02-23,2024-03-05,2024-03-05,1939.57,Delivered,0.0,True,11.0,2024-02,2024
SHP00796,P005,P006,C006,2022-04-09,2022-04-21,2022-04-21,2961.34,Delivered,0.0,True,12.0,2022-04,2022
SHP00797,P009,P005,C006,2024-03-08,2024-04-02,2024-04-02,6232.18,Delivered,0.0,True,25.0,2024-03,2024
SHP00798,P004,P010,C010,2023-12-08,2023-12-26,2023-12-26,3119.43,Delivered,0.0,True,18.0,2023-12,2023
SHP00799,P002,P008,C008,2022-03-20,2022-04-10,2022-04-10,6202.42,Delivered,0.0,True,21.0,2022-03,2022
SHP00800,P008,P011,C009,2024-02-21,2024-03-17,2024-03-17,4686.69,Delivered,0.0,True,25.0,2024-02,2024
SHP00801,P002,P005,C003,2024-05-27,2024-06-09,2024-06-12,1961.42,In Transit,3.0,False,16.0,2024-05,2024
SHP00802,P002,P003,C001,2024-03-04,2024-03-31,2024-03-31,4203.73,Delivered,0.0,True,27.0,2024-03,2024
SHP00803,P011,P009,C010,2022-03-02,2022-03-23,2022-03-29,3718.75,Delayed,6.0,False,27.0,2022-03,2022
SHP00804,P002,P011,C004,2023-08-25,2023-09-07,2023-09-15,2647.2,Delayed,8.0,False,21.0,2023-08,2023
SHP00805,P012,P005,C010,2022-12-23,2023-01-15,2023-01-17,4487.63,Delayed,2.0,False,25.0,2022-12,2022
SHP00806,P002,P011,C001,2023-06-26,2023-07-09,2023-07-09,3033.29,Delivered,0.0,True,13.0,2023-06,2023
SHP00807,P009,P001,C002,2022-08-08,2022-08-30,2022-08-30,3568.84,Delivered,0.0,True,22.0,2022-08,2022
SHP00808,P002,P004,C006,2023-01-24,2023-02-13,2023-02-13,2923.92,Delivered,0.0,True,20.0,2023-01,2023
SHP00809,P006,P002,C008,2022-04-23,2022-05-21,2022-05-21,5968.17,Delivered,0.0,True,28.0,2022-04,2022
SHP00810,P006,P009,C002,2023-01-30,2023-02-11,2023-02-11,2399.29,Delivered,0.0,True,12.0,2023-01,2023
SHP00811,P008,P004,C009,2023-02-22,2023-03-06,2023-03-06,3154.71,Delivered,0.0,True,12.0,2023-02,2023
SHP00812,P011,P006,C003,2022-01-14,2022-02-13,2022-02-13,3250.36,Delivered,0.0,True,30.0,2022-01,2022
SHP00813,P011,P012,C002,2022-05-03,2022-05-19,2022-05-19,4944.96,Delivered,0.0,True,16.0,2022-05,2022
SHP00814,P003,P002,C006,2022-07-23,2022-08-17,2022-08-17,6372.54,Delivered,0.0,True,25.0,2022-07,2022
SHP00815,P004,P008,C008,2022-10-13,2022-10-29,2022-10-29,2675.98,Delivered,0.0,True,16.0,2022-10,2022
SHP00816,P007,P006,C008,2023-11-14,2023-12-13,2023-12-13,7696.85,Delivered,0.0,True,29.0,2023-11,2023
SHP00817,P003,P009,C002,2022-05-06,2022-05-18,2022-05-18,2373.91,Delivered,0.0,True,12.0,2022-05,2022
SHP00818,P002,P009,C001,2022-07-03,2022-07-23,2022-07-23,3370.21,Delivered,0.0,True,20.0,2022-07,2022
SHP00819,P010,P002,C002,2023-11-08,2023-11-17,2023-11-17,1767.11,Delivered,0.0,True,9.0,2023-11,2023
SHP00820,P005,P010,C006,2024-04-08,2024-04-26,2024-04-26,4112.57,In Transit,0.0,True,18.0,2024-04,2024
SHP00821,P002,P008,C008,2022-11-19,2022-12-15,2022-12-15,4292.66,Delivered,0.0,True,26.0,2022-11,2022
SHP00822,P012,P003,C008,2023-03-18,2023-03-29,2023-03-29,3171.27,Delivered,0.0,True,11.0,2023-03,2023
SHP00823,P010,P012,C008,2023-11-07,2023-11-25,2023-11-25,1818.13,Delivered,0.0,True,18.0,2023-11,2023
SHP00824,P007,P005,C008,2023-08-29,2023-09-09,2023-09-09,2115.21,Delivered,0.0,True,11.0,2023-08,2023
SHP00825,P006,P001,C001,2023-08-28,2023-09-17,2023-09-17,5238.06,Delivered,0.0,True,20.0,2023-08,2023
SHP00826,P011,P006,C007,2022-04-10,2022-05-06,2022-05-06,4241.89,Delivered,0.0,True,26.0,2022-04,2022
SHP00827,P011,P004,C004,2022-08-29,2022-09-16,2022-09-16,4798.51,Delivered,0.0,True,18.0,2022-08,2022
SHP00828,P001,P010,C006,2022-02-08,2022-02-16,2022-02-16,1471.55,Delivered,0.0,True,8.0,2022-02,2022
SHP00829,P007,P005,C001,2023-12-14,2023-12-25,2023-12-25,2389.88,Delivered,0.0,True,11.0,2023-12,2023
SHP00830,P008,P002,C004,2022-12-11,2023-01-07,2023-01-07,6225.14,Delivered,0.0,True,27.0,2022-12,2022
SHP00831,P010,P005,C006,2023-03-23,2023-04-05,2023-04-05,3470.61,Delivered,0.0,True,13.0,2023-03,2023
SHP00832,P005,P006,C001,2022-11-01,2022-11-13,2022-11-13,896.55,Delivered,0.0,True,12.0,2022-11,2022
SHP00833,P002,P011,C002,2023-08-30,2023-09-14,2023-09-14,2241.22,Delivered,0.0,True,15.0,2023-08,2023
SHP00834,P002,P012,C005,2023-06-01,2023-06-19,2023-06-19,3819.46,Delivered,0.0,True,18.0,2023-06,2023
SHP00835,P007,P005,C010,2023-06-12,2023-06-23,2023-06-23,2584.87,Delivered,0.0,True,11.0,2023-06,2023
SHP00836,P003,P011,C008,2022-08-07,2022-09-06,2022-09-06,5608.66,Delivered,0.0,True,30.0,2022-08,2022
SHP00837,P011,P009,C010,2024-05-23,2024-06-12,2024-06-12,4286.94,Delivered,0.0,True,20.0,2024-05,2024
SHP00838,P003,P012,C005,2024-05-14,2024-05-27,2024-05-27,3415.62,In Transit,0.0,True,13.0,2024-05,2024
SHP00839,P007,P005,C005,2023-10-24,2023-11-02,2023-11-02,2112.47,Delivered,0.0,True,9.0,2023-10,2023
SHP00840,P004,P006,C008,2023-05-13,2023-05-27,2023-05-27,2699.85,Delivered,0.0,True,14.0,2023-05,2023
SHP00841,P004,P003,C005,2022-05-20,2022-05-30,2022-05-30,3036.87,Delivered,0.0,True,10.0,2022-05,2022
SHP00842,P012,P008,C001,2022-02-26,2022-03-14,2022-03-14,2157.35,Delivered,0.0,True,16.0,2022-02,2022
SHP00843,P002,P008,C006,2023-11-19,2023-12-19,2023-12-19,5640.26,Delivered,0.0,True,30.0,2023-11,2023
SHP00844,P010,P009,C002,2023-06-19,2023-07-09,2023-07-09,2517.19,Delivered,0.0,True,20.0,2023-06,2023
SHP00845,P005,P009,C002,2022-09-01,2022-09-20,2022-09-20,4691.98,Delivered,0.0,True,19.0,2022-09,2022
SHP00846,P012,P004,C007,2022-08-12,2022-08-24,2022-08-25,1506.84,Delayed,1.0,False,13.0,2022-08,2022
SHP00847,P007,P005,C010,2022-02-27,2022-03-10,2022-03-10,2717.81,Delivered,0.0,True,11.0,2022-02,2022
SHP00848,P004,P006,C003,2023-01-07,2023-01-20,2023-01-20,3500.83,Delivered,0.0,True,13.0,2023-01,2023
SHP00849,P010,P001,C001,2023-12-09,2023-12-19,2023-12-19,930.95,Delivered,0.0,True,10.0,2023-12,2023
SHP00850,P011,P002,C009,2024-06-06,2024-06-19,2024-06-19,3612.45,Delivered,0.0,True,13.0,2024-06,2024
SHP00851,P005,P006,C002,2024-04-22,2024-05-06,2024-05-06,2641.22,Delivered,0.0,True,14.0,2024-04,2024
SHP00852,P011,P007,C001,2022-10-08,2022-10-19,2022-10-19,2658.18,Delivered,0.0,True,11.0,2022-10,2022
SHP00853,P007,P006,C007,2024-06-16,2024-07-07,2024-07-07,5401.6,Delivered,0.0,True,21.0,2024-06,2024
SHP00854,P001,P002,C003,2023-10-08,2023-10-25,2023-10-25,2067.55,Delivered,0.0,True,17.0,2023-10,2023
SHP00855,P011,P005,C006,2023-08-13,2023-08-21,2023-08-21,1677.02,Delivered,0.0,True,8.0,2023-08,2023
SHP00856,P003,P011,C007,2024-03-22,2024-04-16,2024-04-16,5552.47,Delivered,0.0,True,25.0,2024-03,2024
SHP00857,P003,P012,C010,2024-04-26,2024-05-08,2024-05-08,1822.56,Delivered,0.0,True,12.0,2024-04,2024
SHP00858,P010,P004,C001,2022-01-24,2022-02-11,2022-02-11,3053.6,Delivered,0.0,True,18.0,2022-01,2022
SHP00859,P008,P004,C005,2023-12-20,2024-01-05,2024-01-05,2238.09,Delivered,0.0,True,16.0,2023-12,2023
SHP00860,P006,P003,C010,2022-05-01,2022-05-11,2022-05-11,2596.18,Delivered,0.0,True,10.0,2022-05,2022
SHP00861,P008,P012,C008,2022-05-02,2022-05-13,2022-05-13,2780.1,Delivered,0.0,True,11.0,2022-05,2022
SHP00862,P008,P007,C003,2023-03-18,2023-04-10,2023-04-10,6027.4,Delivered,0.0,True,23.0,2023-03,2023
SHP00863,P011,P004,C007,2022-07-04,2022-07-24,2022-07-24,3082.97,Delivered,0.0,True,20.0,2022-07,2022
SHP00864,P004,P007,C010,2023-12-02,2023-12-23,2023-12-24,3411.77,Delayed,1.0,False,22.0,2023-12,2023
SHP00865,P012,P007,C004,2024-01-01,2024-01-21,2024-01-21,4049.12,Delivered,0.0,True,20.0,2024-01,2024
SHP00866,P006,P004,C008,2022-12-29,2023-01-12,2023-01-12,3604.77,Delivered,0.0,True,14.0,2022-12,2022
SHP00867,P012,P001,C001,2022-09-17,2022-10-09,2022-10-09,2982.14,Delivered,0.0,True,22.0,2022-09,2022
SHP00868,P009,P001,C010,2022-07-03,2022-07-21,2022-07-23,3809.62,Delayed,2.0,False,20.0,2022-07,2022
SHP00869,P008,P003,C002,2022-11-21,2022-12-09,2022-12-09,1766.62,Delivered,0.0,True,18.0,2022-11,2022
SHP00870,P005,P007,C007,2022-10-17,2022-10-27,2022-10-27,3699.02,Delivered,0.0,True,10.0,2022-10,2022
SHP00871,P006,P008,C003,2022-11-20,2022-12-07,2022-12-07,2549.72,Delivered,0.0,True,17.0,2022-11,2022
SHP00872,P001,P005,C003,2022-02-25,2022-03-06,2022-03-12,1477.29,Delayed,6.0,False,15.0,2022-02,2022
